Net counts

Spectrum                              Na    Mg    Al      Si     S    Cl      K      Ca    Ti     V    Mn     Fe    Ni    Zn    Rb    Sr    Zr     Rh    Cd
SRM_1831_300s_20x20det_2_4_13.spx  10760 12123 17266 1829727 10207  2313 301948 2030445  7165   844  2605 131312  2580 15889  7756 38547 11628 137724     0
SRM_1831_300s_20x20det_2_4_14.spx  11051 12539 17487 1828483 10235  2334 303337 2027561  7524   759  2954 132250  1966 15696  7730 38076 12434 138540     0
SRM_1831_300s_20x20det_2_4_15.spx  10665 12178 17454 1830988 10144  2312 307299 2032670  7237   709  2643 132258  2700 16540  7569 38188 12697 137036     0
SRM_1831_300s_20x20det_2_4_16.spx  10499 12203 17304 1800890 10409  3195 308587 2028495  7111   627  2755 132467  1878 15769  8590 39167 12583 137553     0
SRM_1831_300s_20x20det_2_4_17.spx  10929 12317 17431 1829230 10222  2222 306511 2030568  6923   821  2443 132644  2789 16320  7324 38320 12380 137217     0
SRM_1831_300s_20x20det_2_4_18.spx  10825 12351 17666 1831751 10473  2178 299908 2033898  7373   426  2192 132078  2331 15786  7331 38440 12702 137222     0
SRM_1831_300s_20x20det_2_4_19.spx  10942 12178 17521 1830512 10255  2436 306997 2031790  7267   897  2499 132467  2582 15690  7920 38968 12749 137729     0
SRM_1831_300s_20x20det_2_4_2.spx   11018 12438 17469 1826094 10169  2210 304123 2031617  7025   429  3041 131326  2596 15190  7312 37940 13351 137217     0
SRM_1831_300s_20x20det_2_4_3.spx   10774 12436 17579 1827754 10257  2071 300284 2028054  7190   559  2138 132021  2275 15703  7753 39341 12537 138366     0
SRM_1831_300s_20x20det_2_4_4.spx   10772 12281 17781 1823548  9889  2084 307107 2024610  7158  1054  2654 131939  3503 16266  9054 38851 11867 137196     0
SRM_1831_300s_20x20det_2_4_5.spx   10793 12237 17666 1823734 10143  1901 301667 2025188  6938   565  2648 131495  2606 16076  8087 38582 12397 136306     0
SRM_1831_300s_20x20det_2_4_6.spx   10826 12702 17737 1828555 10067  1902 304197 2028090  7143   703  3205 130780  2539 15175  7927 39235 13752 137340     0
SRM_1831_300s_20x20det_2_4_7.spx   10807 12117 17306 1828550 10088  2274 311496 2027738  6826   552  2550 132284  2618 16332  6794 38216 12563 137049     0
SRM_1831_300s_20x20det_2_4_8.spx   10679 12215 17323 1828119 10172  2376 300196 2028992  7191   258  3207 131762  2186 16144  7615 38505 12927 137894     0
SRM_1831_300s_20x20det_2_4_9.spx   10955 12119 17676 1826189 10419  2025 308802 2031843  7245   518  2710 130861  2208 15755  8161 38606 12837 137531     0
SRM_1831_300s_20x20det_2_5_0.spx   10753 12234 17592 1828726 10252  1956 297334 2029885  7852   796  2995 132139  2753 15698  7677 37052 12956 137772     0
SRM_1831_300s_20x20det_2_5_1.spx   10875 12164 17108 1830006  9951  2123 304481 2031862  7389   605  2670 131358  2544 15807  7632 39007 11850 138303     0
SRM_1831_300s_20x20det_2_5_10.spx  10887 12573 17772 1832831 10647  2244 303053 2034573  7148   704  2805 131197  2380 16280  8107 38810 12281 138939     0
SRM_1831_300s_20x20det_2_5_11.spx  10931 12284 17512 1830981 10481  2272 307869 2036979  7335   605  2736 131472  2333 16080  8221 40059 13788 138220     0
SRM_1831_300s_20x20det_2_5_12.spx  11112 12185 17611 1827552 10391  2366 304646 2029467  7114   603  2565 131595  2339 15991  7682 38857 12483 137035     0
SRM_1831_300s_20x20det_2_5_13.spx   7224  8160 11881 1219127  6843  1694 205725 1356860  4711   293  1524  87378  1409 10973  5266 25505  7678  92147     0
SRM_1831_300s_20x20det_2_5_14.spx  10922 12427 17517 1830339 10392  2283 302688 2036815  7227   912  2637 131298  2139 15472  7266 38626 12680 137810     0
SRM_1831_300s_20x20det_2_5_15.spx  10868 12188 17514 1828645 10049  2317 315147 2033081  6877   617  2371 130735  1998 16200  7690 38782 12015 139592     0
SRM_1831_300s_20x20det_2_5_16.spx  10797 12317 17572 1830354 10063  1963 300917 2029889  7262   332  2725 131092  2678 15990  7406 38410 12079 136824     0
SRM_1831_300s_20x20det_2_5_17.spx  11107 12500 17530 1829647 10149  2261 302875 2030363  7339   440  2614 131613  2029 15785  7869 38891 11875 138478     0
SRM_1831_300s_20x20det_2_5_18.spx  10533 12270 17455 1830436 10123  2090 304874 2028926  7135   532  2828 131681  2414 15537  7408 38879 12587 137166     0
SRM_1831_300s_20x20det_2_5_19.spx  10881 12403 17264 1830303 10264  2358 301987 2030645  7336   256  2514 132232  2635 16197  8059 38322 12747 138413     0
SRM_1831_300s_20x20det_2_5_2.spx   10844 12312 17535 1825539 10287  2369 300265 2029703  7253   508  2384 130914  2320 15286  6865 37971 11977 137568     0
SRM_1831_300s_20x20det_2_5_3.spx   10889 12517 17591 1825652 10100  2061 308822 2029584  7754   834  2883 131739  2368 15134  7530 38775 11847 137390     0
SRM_1831_300s_20x20det_2_5_4.spx    9932 11918 16823 1767493 10288  2476 308750 2021919  7168   339  2682 131778  1546 15319  8067 38679 12352 136758     0
SRM_1831_300s_20x20det_2_5_5.spx   10852 12105 17633 1829949 10307  2749 308093 2030718  7081   572  2452 132117  3661 15760  8235 37908 12881 137175     0
SRM_1831_300s_20x20det_2_5_6.spx   10517 11899 17138 1831123 10406  2123 306623 2028544  7444   442  3104 131763  2426 16255  7701 38953 12440 137385     0
SRM_1831_300s_20x20det_2_5_7.spx   10746 12173 17364 1830318 10111  2377 306462 2030253  7487   974  2933 131990  2684 16011  7224 38712 11938 137159     0
SRM_1831_300s_20x20det_2_5_8.spx   10828 12390 17600 1830236 10225  2495 309510 2030773  7006   634  2802 131399  2872 15879  7970 40488 12688 137891     0
SRM_1831_300s_20x20det_2_5_9.spx   10735 12575 17695 1829894  9965  2341 311250 2033095  7315   467  2622 132038  2330 15886  7821 39406 13574 138751     0
SRM_1831_300s_20x20det_2_6_0.spx    6105  6835  9943 1049175  5677  1293 177388 1165463  4025   370  1286  76040  1976  9305  3856 21864  6686  78944     0
SRM_1831_300s_20x20det_2_6_1.spx   10950 12320 17761 1822971 10281  2271 297284 2031031  7335   362  2618 130799  2648 15318  7637 38824 12240 138777     0
SRM_1831_300s_20x20det_2_6_10.spx  10733 12477 17352 1828795 10364  2506 305187 2027925  7269   695  2585 130990  2372 16555  7595 37996 12536 137297     0
SRM_1831_300s_20x20det_2_6_11.spx  10787 12410 17537 1830649 10284  2193 299238 2029164  7403   742  2864 132742  2326 16309  8567 40061 12137 137575     0
SRM_1831_300s_20x20det_2_6_12.spx  11129 12502 17759 1830146 10291  2464 305505 2033437  6992   775  3318 131951  2607 16414  8214 39359 12291 137163     0
SRM_1831_300s_20x20det_2_6_13.spx  10022 11547 16236 1707596  9467  2239 282735 1897216  6689   486  2361 122776  1691 14962  7861 35901 12237 128060     0
SRM_1831_300s_20x20det_2_6_14.spx  10765 12426 17804 1831848 10263  2317 304101 2032326  7263   912  2972 131654  1808 16272  9298 39681 11361 138413     0
SRM_1831_300s_20x20det_2_6_15.spx  10760 12221 17392 1832647 10173  2406 314468 2034564  7339   618  2040 131836  1976 15605  8013 39033 11952 137829     0
SRM_1831_300s_20x20det_2_6_16.spx  10665 12345 17682 1826291 10224  2531 305683 2028268  7179   589  2420 131728  2183 16016  7816 39514 12659 138309     0
SRM_1831_300s_20x20det_2_6_17.spx  11071 12527 17661 1830903  9719  2363 302774 2030411  7350   789  2679 131052  2232 15686  8437 38611 12841 137629     0
SRM_1831_300s_20x20det_2_6_18.spx   1119  1403  1946  205386  1146   247  32176  228265   765    24   282  14727   203  2162   690  4024  1310  14862     0
SRM_1831_300s_20x20det_2_6_19.spx  10721 12260 17415 1828872 10326  2259 299840 2033525  7524   613  2973 132114  3357 16135  7730 39628 12282 138273     0
SRM_1831_300s_20x20det_2_6_2.spx   10855 12504 17467 1829834  9836  2002 307814 2028711  7322   790  2444 130459  2079 16073  7508 38648 12895 137246     0
SRM_1831_300s_20x20det_2_6_3.spx    9865 11498 15663 1655972  9223  2231 270278 1835823  6420   611  2154 118722  2748 14098  7183 35016 10799 124741     0
SRM_1831_300s_20x20det_2_6_4.spx   10795 12464 17679 1830021 10071  2099 295210 2030232  6942   769  2680 132172  2685 15742  8010 39084 12946 138069     0
SRM_1831_300s_20x20det_2_6_5.spx   10906 12249 17482 1828101 10092  2209 307119 2027430  7171   719  3003 132812  2498 15688  7781 38182 13009 137323     0
SRM_1831_300s_20x20det_2_6_6.spx   10675 12321 17644 1829220 10130  2272 306931 2029160  7277   276  2565 131324  2774 14767  7108 38811 11837 137589     0
SRM_1831_300s_20x20det_2_6_7.spx   10813 12243 17781 1829409 10295  2568 297050 2030048  6983   304  2288 130928  2373 16414  7582 39037 12235 137770     0
SRM_1831_300s_20x20det_2_6_8.spx   10479 12240 17433 1829666 10007  2494 298837 2029609  7212   637  2121 131277  2111 15838  7950 38672 12645 136785     0
SRM_1831_300s_20x20det_2_6_9.spx   11031 12337 17640 1831002 10022  2562 302418 2034178  7197   633  2085 131330  2434 16320  7896 39789 12708 137223     0
SRM_1831_300s_20x20det_2_7_0.spx   10946 12284 17381 1829105 10408  2256 302410 2029260  6983   990  2386 130816  1970 15800  8310 39033 13018 137613     0
SRM_1831_300s_20x20det_2_7_1.spx   10713 12105 17475 1831969 10367  2381 296591 2028149  7033   798  2534 132161  2289 15071  7251 38124 12376 137615     0
SRM_1831_300s_20x20det_2_7_10.spx  10646 12434 17424 1834462 10338  2264 301720 2033878  7616   678  2498 131145  1681 15319  8844 39711 13691 137630     0
SRM_1831_300s_20x20det_2_7_11.spx  11128 12506 17462 1831115  9981  2472 307130 2029686  6989   591  2989 131028  1548 15709  7808 38275 12672 138347     0
SRM_1831_300s_20x20det_2_7_12.spx  10710 12283 17552 1831378 10209  2208 302671 2032682  6811   818  2994 133346  2962 16357  8580 39936 13000 137265     0
SRM_1831_300s_20x20det_2_7_13.spx   8442  9553 13449 1403722  7859  1548 229154 1555365  5400   755  2434 101754  1564 12643  5835 29599  8855 105338     0
SRM_1831_300s_20x20det_2_7_14.spx  10808 12591 17762 1832956 10399  2136 308361 2030253  7164   480  2472 132487  2339 16164  7493 38561 12814 137543     0
SRM_1831_300s_20x20det_2_7_15.spx  10705 12331 17558 1827578 10118  2152 295976 2033495  7062   385  2839 131787  2683 16295  7380 39487 13247 137861     0
SRM_1831_300s_20x20det_2_7_16.spx  10546 12203 17577 1828012 10088  2091 301681 2028355  7316   923  2400 131862  1695 16667  8005 38848 12720 137396     0
SRM_1831_300s_20x20det_2_7_17.spx  10897 12329 17680 1831400 10201  2592 304581 2034167  7190   653  2950 131892  2507 15086  8140 39251 12342 139019     0
SRM_1831_300s_20x20det_2_7_18.spx  11168 12624 17595 1828664 10075  2108 298665 2030606  7497   440  2414 129809  2079 15709  7803 38491 12424 136897     0
SRM_1831_300s_20x20det_2_7_19.spx  10791 12328 17766 1828794 10388  2151 294506 2030447  7338   664  2943 131996  2592 15792  7279 39346 12703 137617     0
SRM_1831_300s_20x20det_2_7_2.spx   11041 12479 17371 1828700 10015  2333 303330 2028537  7228   477  2220 131596  2462 15579  8247 39640 11663 137777     0
SRM_1831_300s_20x20det_2_7_3.spx   10726 12349 17386 1829113  9941  2014 301483 2033286  7070   629  2690 131493  3801 15825  7976 37882 12293 137273     0
SRM_1831_300s_20x20det_2_7_4.spx   10816 12378 17718 1831197 10218  1960 300745 2031261  7075   955  2225 132429  3099 15431  7364 38851 12530 137865     0
SRM_1831_300s_20x20det_2_7_5.spx   10852 12522 17899 1833326 10318  2079 302524 2030957  7476   628  2476 132010  2438 15594  7924 39315 12434 137713     0
SRM_1831_300s_20x20det_2_7_6.spx   10696 12136 17166 1830811 10117  2278 302271 2033055  7458   452  2733 131598  1708 15902  7935 38358 12470 137438     0
SRM_1831_300s_20x20det_2_7_7.spx   10812 12325 17486 1828671 10188  2198 305373 2028829  6714    20  1805 130892  1883 15565  8031 37812 12604 137601     0
SRM_1831_300s_20x20det_2_7_8.spx   10903 12309 17272 1833211  9766  2554 305253 2032915  7150   597  2890 131881  2073 15688  7207 38762 12974 138405     0
SRM_1831_300s_20x20det_2_7_9.spx   10726 12401 17521 1830280 10561  2527 304582 2030704  7344  1067  3182 132812  2603 16685  8457 39517 12656 138003     0
SRM_1831_300s_20x20det_2_8_0.spx   10754 12662 17595 1833255 10200  2368 301003 2033206  7373   504  2596 132149  2534 15533  7767 38457 12202 139122     0
SRM_1831_300s_20x20det_2_8_1.spx   10552 12193 17633 1831134 10229  2239 298281 2033404  6956   292  2635 132029  2113 16398  7044 38384 13020 137941     0
SRM_1831_300s_20x20det_2_8_10.spx  10581 12384 17262 1830353 10404  2089 297722 2034191  7384   834  2471 131674  1852 16824  7630 38485 12635 138605     0
SRM_1831_300s_20x20det_2_8_11.spx  10777 12184 17507 1828919 10147  2106 295965 2027361  7062   524  3149 132611  2994 16243  7692 37796 12534 137995     0
SRM_1831_300s_20x20det_2_8_12.spx  11011 12591 17846 1828481  9868  1837 302638 2030136  6682   602  3062 131982  1946 15803  7475 38355 11908 138195     0
SRM_1831_300s_20x20det_2_8_13.spx  10970 12139 17447 1827311 10329  2080 308806 2028205  7109   634  2932 131642  2716 16523  7464 39002 11868 136982     0
SRM_1831_300s_20x20det_2_8_14.spx  10906 12342 17692 1826902 10249  2488 301929 2027776  7454   232  2412 130381  1474 15756  8255 38552 12879 137572     0
SRM_1831_300s_20x20det_2_8_15.spx  11011 12259 17478 1830067 10237  2098 302726 2032598  7083   495  2660 132240  2430 16003  7368 38409 12310 138740     0
SRM_1831_300s_20x20det_2_8_16.spx   3356  3873  5394  573799  3200   804  95459  637746  2322   134   975  41179   393  4844  1992 11840  3746  43231     0
SRM_1831_300s_20x20det_2_8_17.spx  10666 12304 17536 1829438 10329  2050 301104 2028268  7077   732  2482 131300  3287 15433  7801 38040 11982 137901     0
SRM_1831_300s_20x20det_2_8_18.spx  11016 12560 17832 1830284 10468  1992 306211 2034070  7436   637  2684 131614  1436 14969  8660 38410 12685 138035     0
SRM_1831_300s_20x20det_2_8_19.spx  10903 12346 17580 1834344 10352  2040 306141 2035447  7134   367  2377 130685  2061 15868  8555 38941 12231 138201     0
SRM_1831_300s_20x20det_2_8_2.spx   11021 12444 17836 1829739 10242  2360 296128 2030782  7642   576  2810 131902  2644 16152  7876 39444 11526 138713     0
SRM_1831_300s_20x20det_2_8_3.spx   10452 12428 17772 1834873 10150  2389 299309 2032991  6897   468  2623 131098  2735 16006  8357 39220 12684 139268     0
SRM_1831_300s_20x20det_2_8_4.spx   10752 12228 17488 1835835 10144  1935 303096 2034961  7345   433  2097 132294  3181 15444  7942 38548 12994 137605     0
SRM_1831_300s_20x20det_2_8_5.spx   10836 12115 17468 1831856  9869  1995 300529 2031222  6671   173  2971 131810  2277 15785  8179 38434 12788 138546     0
SRM_1831_300s_20x20det_2_8_6.spx   10843 12167 17660 1831419 10144  2630 301094 2031497  7373   622  2885 132388  1889 15871  8024 38287 13162 138173     0
SRM_1831_300s_20x20det_2_8_7.spx   11010 12497 17708 1834669 10287  2309 302150 2033400  6789   731  2735 132457  2168 16114  8514 39287 12709 138662     0
SRM_1831_300s_20x20det_2_8_8.spx   10856 12369 17450 1832066 10327  2179 301218 2033388  6975   758  2558 131949  2579 15467  7716 38609 12386 139124     0
SRM_1831_300s_20x20det_2_8_9.spx   11081 12598 17459 1832352 10368  2055 297220 2031937  7194   402  2480 131204  2402 16381  7894 38734 12130 137188     0
SRM_1831_300s_20x20det_2_9_0.spx   10548 12168 17287 1827101  9960  2442 301834 2031981  7395   288  2584 130585  1899 15357  8595 39145 12704 138638     0
SRM_1831_300s_20x20det_2_9_1.spx    8775  9929 13931 1448724  8304  1976 243753 1606471  5607   401  2414 104027  1642 12362  6101 30742  9943 109585     0
SRM_1831_300s_20x20det_2_9_10.spx  10816 12353 17692 1829729 10362  2374 299451 2031872  7670   437  2118 132383  2580 16069  7902 38794 12981 138256     0
SRM_1831_300s_20x20det_2_9_11.spx  10793 12699 17659 1830267 10096  2565 298299 2034101  7154   785  2435 130891  2500 15655  7182 38462 13021 137790     0
SRM_1831_300s_20x20det_2_9_12.spx   2100  2470  3371  365321  2092   330  61269  404800  1401     0   336  25976   542  3393  1461  7478  2031  27091     0
SRM_1831_300s_20x20det_2_9_13.spx  10636 12254 17333 1830792 10012  2375 304441 2031583  7344   764  3260 131993  1852 15543  7850 39124 11871 137600     0
SRM_1831_300s_20x20det_2_9_14.spx  10759 11990 18003 1829347 10343  2336 295147 2031344  7128   843  2611 132159  3126 16089  8095 39260 12655 138529     0
SRM_1831_300s_20x20det_2_9_15.spx  10476 12222 17441 1828095 10020  2225 297380 2025498  7048   651  2550 131481  2659 15241  8225 38759 12760 137661     0
SRM_1831_300s_20x20det_2_9_16.spx  10725 12550 17688 1831247 10389  2652 300341 2031061  7165   687  2727 131975  2905 15396  7335 38885 12826 137978     0
SRM_1831_300s_20x20det_2_9_17.spx  10643 12468 17790 1816408 10377  2138 302220 2029427  7365   690  2847 131774  1670 15623  7842 39145 12546 137561     0
SRM_1831_300s_20x20det_2_9_18.spx  10912 12139 17803 1831324 10327  2397 301636 2032411  7457   546  3051 132519  2304 15884  7392 39659 11863 137739     0
SRM_1831_300s_20x20det_2_9_19.spx  10860 12457 17614 1831504  9908  2104 295277 2031662  7473   179  2817 131980  1866 16047  7892 38645 12166 136906     0
SRM_1831_300s_20x20det_2_9_2.spx   10250 11627 16787 1777720 10049  2838 295999 2024052  7119   745  3053 131933  2732 16209  8440 38356 13485 138771     0
SRM_1831_300s_20x20det_2_9_3.spx   10624 12021 17889 1830496 10379  2712 302431 2031723  7006   412  2775 132231  2313 15896  7967 38460 12472 138093     0
SRM_1831_300s_20x20det_2_9_4.spx   10621 12511 17443 1825102 10239  2423 297520 2026239  7288   758  2965 131710  2402 15973  7685 39472 12136 137218     0
SRM_1831_300s_20x20det_2_9_5.spx   11114 12621 17894 1829581 10158  2108 302370 2032611  6940   740  2894 132604  2527 16226  7800 38778 12650 138878     0
SRM_1831_300s_20x20det_2_9_6.spx   10842 12624 17666 1829613 10385  2023 300929 2032830  7894   616  3169 132032  2438 15693  8214 38685 11523 137131     0
SRM_1831_300s_20x20det_2_9_7.spx   10956 12575 17632 1827666 10304  1972 307140 2032235  7346   336  2997 131229  1947 15329  7299 38929 12680 137270     0
SRM_1831_300s_20x20det_2_9_8.spx    1546  1737  2606  271507  1350   244  45559  301616  1167   137   260  19461    26  2253  1074  5553  1624  20017     0
SRM_1831_300s_20x20det_2_9_9.spx   11079 12474 17463 1832118 10558  2341 297797 2031403  7225   575  2984 131623  2025 16152  8128 39127 12685 137569     0
-----------------------------------------------------------------------------------------------------------------------------------------------------------
Mean value:                        10286 11691 16304 1711438  9919  1124 169469 1898859  6740   526  2529 122912  2206 14920  7186 36356 11743 131216     0
Std. Abw.:                          1277  1455  2111  215602  1231  1111 125566  239145   885   200   429  15559   494  1912  1084  4628  1609  16055     0
Std. Abw. rel. [%]:                12.41 12.45 12.95   12.60 12.41 98.82  74.09   12.59 13.13 37.92 16.97  12.66 22.37 12.81 15.09 12.73 13.70  12.24 0.00%
Conf. interval:                       45    51    75    7623    44    39   4439    8455    31     7    15    550    17    68    38   164    57    568     0
